pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FT,8/17/18,95.4,-1.5479,6.1719,Bud Norris,592885,502032,field_out,hit_into_play,,,,,11,"Christian Yelich grounds out, pitcher Bud Norris to first baseman Matt Carpenter.  ",R,L,R,STL,MIL,X,1,ground_ball,2,2,2018,-1.1298,1.0563,-1.0431,2.9169,null,542979,null,2,9,Top,128.95,181.68,,,425877,,180818_032334,3.9003,-138.8427,-5.3487,-15.5717,30.6435,-17.4428,3.49,1.601,4,71.4,-34.487,95.871,2388,6.519,531244,502032,425877,572761,543939,576397,657557,542303,664056,641933,53.9793,0.063,0.062,0,1,0,0,2,73,5,2-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard
FT,4/24/18,92.4,-2.3115,5.7471,Blaine Boyer,592885,430641,grounded_into_double_play,hit_into_play,,,,,5,"Christian Yelich grounds into a double play, second baseman Whit Merrifield to shortstop Alcides Escobar to first baseman Lucas Duda.   Lorenzo Cain out at 2nd.  ",R,L,R,KC,MIL,X,4,ground_ball,1,0,2018,-1.215,0.5467,0.1168,2.096,null,null,456715,0,9,Top,144.36,152.22,,,521692,,180425_025449,8.6648,-134.2295,-4.6615,-16.1436,24.7257,-24.9781,3.3255,1.4774,11,109.1,-10.48,91.927,2252,5.769,529752,430641,521692,446263,593160,519058,444876,460086,445055,624585,54.7314,0.357,0.328,0,1,0,0,2,69,2,2-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard
FF,7/7/18,90.2,0.1562,6.0541,Anibal Sanchez,592885,434671,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, pitcher Anibal Sanchez to first baseman Freddie Freeman.   Eric Thames to 2nd.  ",R,L,R,MIL,ATL,X,1,ground_ball,0,1,2018,-0.2668,1.4324,-0.2823,2.5716,null,null,519346,0,1,Bot,126.07,181.68,,,452095,,180707_203810,-0.5314,-131.2687,-5.6871,-2.9446,24.9184,-14.9606,3.3695,1.52,4,88.2,-35.391,89.748,2237,5.775,530731,434671,452095,518692,645277,622666,621020,518586,542255,455976,54.7246,0.055,0.05,0,1,0,0,2,10,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CH,5/25/18,91.8,-0.5052,6.4105,Noah Syndergaard,592885,592789,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, second baseman Asdrubal Cabrera to first baseman Adrian Gonzalez.  ",R,L,R,MIL,NYM,X,4,ground_ball,2,1,2018,-1.0993,0.657,-0.5199,2.6868,null,null,null,1,5,Bot,145.35,150.03,,,519023,,180526_012959,2.333,-133.6816,-5.057,-13.7032,25.7859,-23.4722,3.3748,1.5254,23,100,-6.073,92.264,1432,6.291,530163,592789,519023,408236,452678,527038,642708,607043,624424,457803,54.208,0.323,0.302,0,1,0,0,2,39,4,Changeup,3,2,3,2,2,3,3,2,Standard,Standard
CH,6/26/18,83.5,-2.3284,5.8121,Jakob Junis,592885,596001,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, second baseman Adalberto Mondesi to first baseman Lucas Duda.  ",R,L,R,MIL,KC,X,4,ground_ball,0,1,2018,-0.7844,0.3236,-0.4161,2.6758,null,null,null,1,3,Bot,142.32,148.81,,,521692,,180627_010241,5.8277,-121.4781,-1.4752,-8.6385,20.5274,-28.9833,3.3693,1.5198,8,96.3,-18.986,82.974,1336,5.646,530589,596001,521692,446263,609275,519058,444876,460086,593160,594011,54.8529,0.165,0.159,0,1,0,0,2,23,2,Changeup,2,0,2,0,0,2,2,0,Standard,Standard
SI,8/1/18,96.2,-1.7857,5.2528,JT Chargois,592885,608638,grounded_into_double_play,hit_into_play,,,,,5,"Christian Yelich grounds into a double play, second baseman Brian Dozier to shortstop Chris Taylor to first baseman Cody Bellinger.   Lorenzo Cain out at 2nd.  ",R,L,R,LAD,MIL,X,4,ground_ball,2,1,2018,-1.4885,0.746,-0.1173,2.3904,null,444489,456715,1,7,Top,145.32,147.64,,,518735,,180802_040146,7.87,-139.9319,-3.7322,-21.487,31.1458,-21.6515,3.49,1.601,6,106.1,-22.831,96.748,2594,6.592,531034,608638,518735,641355,572821,592518,621035,461314,592626,624577,53.9068,0.223,0.202,0,1,0,0,2,51,4,Sinker,2,2,2,2,2,2,2,2,Standard,Standard
SL,5/26/18,87.5,-1.1289,6.421,Chris Flexen,592885,623167,single,hit_into_play_no_out,,,,,6,Christian Yelich singles on a ground ball to second baseman Asdrubal Cabrera.   Lorenzo Cain to 3rd.  ,R,L,R,MIL,NYM,X,null,ground_ball,2,2,2018,0.4366,0.1686,0.4942,2.1235,null,456715,null,0,7,Bot,146.9,144.09,,,519023,,180526_225948,3.0103,-127.3467,-4.5807,4.1243,24.6077,-29.6916,3.3695,1.5202,5,93.4,-22.917,87.209,2392,5.963,530178,623167,519023,408236,452678,527038,408314,607043,624424,457803,54.5359,0.123,0.095,0.9,1,1,0,2,73,5,Slider,10,6,10,6,6,10,10,6,Standard,Standard
FF,5/1/18,92.8,-2.2262,6.2912,Homer Bailey,592885,456701,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out sharply, second baseman Rosell Herrera to first baseman Joey Votto.  ",R,L,R,CIN,MIL,X,4,ground_ball,1,2,2018,-0.4774,0.9942,0.2058,3.2543,null,null,null,0,3,Top,139.02,143.95,,,571466,,180501_235648,7.3168,-135.0358,-4.255,-7.3549,26.0834,-19.1569,3.3069,1.4575,28,101.8,-4.402,93.766,2100,6.607,529847,456701,571466,458015,594011,553993,606299,594807,571740,594988,53.8927,0.423,0.393,0,1,0,0,2,22,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
SL,7/31/18,87.4,-0.8409,6.0132,Walker Buehler,592885,621111,single,hit_into_play_no_out,,,,,9,Christian Yelich singles on a ground ball to center fielder Cody Bellinger.  ,R,L,R,LAD,MIL,X,null,ground_ball,1,0,2018,0.5241,-0.1266,0.4942,1.9046,null,null,null,0,6,Top,140.31,81.32,,,605131,,180801_032927,2.1427,-127.2527,-3.5362,5.1959,23.081,-33.1075,3.5644,1.6475,125,107.4,5.319,86.695,2683,5.55,531019,621111,605131,571970,571771,592518,621035,461314,641355,624577,54.9495,0.668,0.613,0.9,1,1,0,4,37,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard
FF,7/25/18,95.3,-2.4424,5.7993,Tanner Roark,592885,543699,single,hit_into_play_no_out,,,,,7,Christian Yelich singles on a ground ball to center fielder Bryce Harper.  ,R,L,R,MIL,WSH,X,null,ground_ball,1,2,2018,-0.5086,1.2954,-0.5788,1.8527,null,null,null,1,4,Bot,159.09,95.33,,,446308,,180725_191217,5.9704,-138.5653,-7.5749,-7.7049,27.9943,-14.3038,3.55,1.72,15,111.7,-6.64,94.959,2235,5.921,530944,543699,446308,571431,502517,543685,607208,665742,547180,594809,54.578,0.368,0.336,0.9,1,1,0,2,28,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard
FF,4/26/18,98.5,-1.9823,6.0785,Brandon Morrow,592885,453344,grounded_into_double_play,hit_into_play,,,,,7,"Christian Yelich grounds into a double play, second baseman Javier Baez to first baseman Anthony Rizzo.   Lorenzo Cain out at 2nd.  ",R,L,R,CHC,MIL,X,4,ground_ball,3,2,2018,-1.0242,1.4659,-0.4001,1.6501,null,null,456715,0,9,Top,138.74,146.22,,,575929,,180427_022526,6.6999,-143.0397,-9.9831,-15.6804,33.2539,-9.849,3.234,1.5487,7,106.8,-13.238,98.65,2545,6.505,529780,453344,575929,519203,595879,600303,608365,664023,546991,518792,53.9957,0.339,0.327,0,1,0,0,2,61,7,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FT,4/4/18,93.6,-1.206,5.377,Carlos Martinez,592885,593372,grounded_into_double_play,hit_into_play,,,,,1,"Christian Yelich grounds into a double play, pitcher Carlos Martinez to shortstop Paul DeJong to first baseman Jose Martinez.   Eric Thames out at 2nd.  ",R,L,R,MIL,STL,X,1,ground_ball,1,0,2018,-1.4827,0.5084,-0.4033,2.893,null,null,519346,0,1,Bot,130.64,181.68,,,425877,,180404_235413,5.0674,-135.8087,-1.5954,-18.658,34.2089,-26.1331,3.3703,1.5208,5,94.4,-31.325,90.804,2145,5.094,529493,593372,425877,500874,543939,572761,657557,542303,502054,451594,55.4055,0.092,0.073,0,1,0,0,2,7,2,2-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
CU,6/17/18,78.9,-1.9352,4.8681,Aaron Nola,592885,605400,single,hit_into_play_no_out,,,,,5,Christian Yelich singles on a ground ball to right fielder Nick Williams.  ,R,L,R,MIL,PHI,X,null,ground_ball,1,2,2018,1.5058,-0.8185,-0.1298,2.3199,null,null,null,1,3,Bot,170.79,92.49,,,595751,,180617_190151,1.138,-114.7607,2.8177,12.9574,22.4336,-40.1231,3.3736,1.5241,120,100.7,5.75,78.565,2515,6.206,530475,605400,595751,467793,514917,596748,641487,656555,546318,608384,54.2936,0.61,0.565,0.9,1,1,0,4,22,4,Curveball,1,2,1,2,2,1,1,2,Strategic,Standard
SL,8/20/18,84.1,-2.3339,6.2599,Homer Bailey,592885,456701,field_out,hit_into_play,,,,,7,"Christian Yelich grounds out, second baseman Scooter Gennett to first baseman Brandon Dixon.  ",R,L,R,MIL,CIN,X,4,ground_ball,0,1,2018,-0.2453,0.0362,-0.5491,1.7817,null,null,null,0,3,Bot,144.36,155.78,,,571466,,180821_005558,4.6054,-122.3351,-4.0414,-3.363,24.4357,-31.2343,3.49,1.601,3,69.2,-36.166,83.808,810,6.145,531281,456701,571466,641525,571697,553993,606299,605512,571740,640447,54.3546,0.057,0.063,0,1,0,0,2,21,2,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FT,5/9/18,92.2,-1.6497,5.4565,Carlos Carrasco,592885,471911,single,hit_into_play_no_out,,,,,6,Christian Yelich singles on a sharp ground ball to center fielder Bradley Zimmer.  ,R,L,R,MIL,CLE,X,null,ground_ball,1,2,2018,-1.4551,0.7467,0.8091,2.61,null,null,null,0,7,Bot,142.93,97.94,,,547379,,180509_191029,9.2896,-133.9626,-2.9856,-19.2656,28.0402,-22.8875,3.3697,1.5203,132,109.2,5.891,91.633,2207,5.962,529951,471911,547379,475174,543401,608070,596019,488726,605548,571980,54.5375,0.689,0.642,0.9,1,1,0,4,51,4,2-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard
FF,6/18/18,90.3,-1.9504,5.5392,Trevor Williams,592885,592866,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out, pitcher Trevor Williams to first baseman Josh Bell.  ",R,L,R,PIT,MIL,X,1,ground_ball,0,0,2018,-0.059,1.0015,0.2634,3.036,null,null,456715,2,3,Top,122.33,179.1,,,465041,,180618_234946,5.702,-131.5686,-2.5557,-1.7615,24.4273,-19.9341,3.3822,1.533,5,79,-30.378,91.758,2143,6.818,530484,592866,465041,605137,543281,592567,474568,572816,516782,570256,53.6814,0.06,0.059,0,1,0,0,2,19,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,7/14/18,96.4,-1.064,6.2505,Clay Holmes,592885,605280,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out sharply, pitcher Clay Holmes to first baseman Josh Bell.  ",R,L,R,PIT,MIL,X,1,ground_ball,3,2,2018,-1.1474,0.5368,-0.054,1.5635,null,null,null,0,4,Top,129.73,182.52,,,607732,,180714_210246,5.2786,-140.2696,-8.1879,-16.2988,26.1725,-23.6614,3.4205,1.5715,8,101.2,-10.395,97.098,2074,6.3,530511,605280,607732,605137,543281,501896,621559,656669,516782,570256,54.199,0.255,0.217,0,1,0,0,2,22,6,Sinker,1,0,0,1,0,1,0,1,Standard,Standard
CH,6/21/18,81.7,-2.5327,6.1121,John Gant,592885,607231,field_error,hit_into_play_score,,,,,8,Christian Yelich reaches on a throwing error by second baseman Jedd Gyorko.   Eric Thames scores.    Christian Yelich to 2nd.  ,R,L,R,MIL,STL,X,4,ground_ball,2,2,2018,-0.9854,0.639,0.0543,1.8148,519346,null,null,2,7,Bot,151.41,152.45,,,425877,,180622_022524,7.5589,-118.6129,-4.2165,-10.5144,22.6094,-25.738,3.3528,1.5033,3,96.2,-33.97,80.56,1560,5.629,530526,607231,425877,500874,576397,572761,622168,542303,502054,664056,54.8707,0.086,0.083,0.9,1,0,0,2,63,5,Changeup,10,2,10,2,2,10,10,2,Standard,Standard
FF,8/17/18,95.2,-2.5525,5.6684,Jack Flaherty,592885,656427,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, shortstop Paul DeJong to first baseman Matt Carpenter.  ",R,L,R,STL,MIL,X,6,ground_ball,1,2,2018,-0.2675,1.3304,0.7497,2.8733,null,null,null,0,1,Top,127.59,139.45,,,425877,,180818_001815,9.3402,-138.4421,-4.7565,-5.5039,29.8457,-13.9782,3.49,1.601,148,56.7,22.008,95.996,2228,6.704,531244,656427,425877,572761,543939,576397,657557,542303,664056,500874,53.7949,0.315,0.269,0,1,0,0,1,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,6/26/18,91.5,-2.0989,5.4695,Jakob Junis,592885,596001,single,hit_into_play_no_out,,,,,2,Christian Yelich singles on a sharp ground ball to center fielder Whit Merrifield.  ,R,L,R,MIL,KC,X,null,ground_ball,1,1,2018,-0.5656,0.9933,-0.1407,2.8877,null,null,null,0,5,Bot,153.83,80.98,,,521692,,180627_013207,6.0837,-133.0641,-2.7234,-7.9035,28.2384,-20.2188,3.3693,1.5198,56,107,0.484,90.799,1972,5.873,530589,596001,521692,446263,609275,519058,444876,460086,593160,594011,54.6266,0.518,0.465,0.9,1,1,0,4,38,3,4-Seam Fastball,5,0,5,0,0,5,5,0,Standard,Standard
FC,6/21/18,89.7,-1.3728,5.3279,Carlos Martinez,592885,593372,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out, pitcher Carlos Martinez to first baseman Jose Martinez.  ",R,L,R,MIL,STL,X,1,ground_ball,3,1,2018,-0.0183,0.3728,0.0273,2.8253,null,null,null,0,3,Bot,129.6,181.52,,,425877,,180622_004901,3.4248,-130.5498,-1.0069,-0.8465,24.5509,-28.1115,3.3695,1.52,15,94.6,-10.393,88.265,2320,5.144,530526,593372,425877,500874,576397,572761,622168,542303,502054,664056,55.3557,0.21,0.179,0,1,0,0,2,21,5,Cutter,2,1,2,1,1,2,2,1,Strategic,Standard
FF,5/25/18,98.3,-0.4792,6.5464,Noah Syndergaard,592885,592789,single,hit_into_play_score,,,,,5,Christian Yelich singles on a ground ball to center fielder Michael Conforto.   Lorenzo Cain scores.  ,R,L,R,MIL,NYM,X,null,ground_ball,1,0,2018,-0.407,1.3348,0.2144,2.2902,null,456715,null,1,3,Bot,135.66,96.12,,,519023,,180526_005341,2.8256,-143.0759,-9.2383,-6.2145,28.8288,-11.9867,3.3748,1.5254,19,109.7,-6.352,98.97,2254,6.368,530163,592789,519023,408236,452678,527038,642708,607043,624424,457803,54.1317,0.381,0.358,0.9,1,1,0,2,23,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
SI,6/27/18,91.7,-2.8436,5.8101,Kevin McCarthy,592885,641838,force_out,hit_into_play,,,,,4,"Christian Yelich grounds into a force out, pitcher Kevin McCarthy to shortstop Adalberto Mondesi.   Ryan Braun out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIL,KC,X,1,ground_ball,2,1,2018,-1.1835,0.4083,-0.4516,2.1821,null,null,460075,0,8,Bot,127.18,179.1,,,521692,,180627_202226,8.7105,-133.4114,-4.2917,-16.1177,25.7874,-26.54,3.4114,1.5618,10,106,-10.97,92.826,2012,6.743,530604,641838,521692,641531,593160,519058,609275,460086,444876,594011,53.7566,0.336,0.3,0,1,0,0,2,62,4,Sinker,1,5,1,5,5,1,1,5,Standard,Standard
CU,6/23/18,77.1,-2.1695,6.4301,Miles Mikolas,592885,571945,force_out,hit_into_play,,,,,7,"Cardinals challenged (force play), call on the field was overturned: Christian Yelich grounds into a force out, pitcher Miles Mikolas to shortstop Yairo Munoz.   Eric Thames out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIL,STL,X,1,ground_ball,1,2,2018,0.612,-1.16,-0.6664,1.5597,null,null,519346,0,1,Bot,125.7,203.3,,,425877,,180623_202314,2.0849,-112.1431,-1.2944,4.6405,20.9182,-41.7235,3.3738,1.5243,0,54.7,-78.393,76.1,2445,5.659,530555,571945,425877,500874,576397,572761,622168,542303,502054,664056,54.8404,0.181,0.166,0,1,0,0,1,6,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,5/14/18,90.6,-0.639,5.8946,Fernando Salas,592885,477569,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a sharp ground ball to shortstop Nick Ahmed.  ,R,L,R,ARI,MIL,X,null,ground_ball,1,2,2018,-0.192,1.6709,-0.7084,2.4933,null,null,null,1,9,Top,128.53,138.01,,,571974,,180515_042823,0.2289,-131.84,-6.0443,-2.2568,28.0437,-11.9048,3.3068,1.4584,7,104.6,-18.788,90.062,2344,5.962,530021,477569,571974,502671,606466,518614,605113,444482,572041,519306,54.5404,0.213,0.202,0.9,1,1,0,2,69,4,4-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard
SI,5/6/18,96.5,-2.6168,5.823,Chad Kuhl,592885,641771,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out sharply, pitcher Chad Kuhl to first baseman Josh Bell.  ",R,L,R,MIL,PIT,X,1,ground_ball,3,2,2018,-1.2487,1.3836,0.0737,2.327,null,null,null,1,1,Bot,130.14,181.68,,,465041,,180506_183025,9.9915,-140.1057,-6.8484,-18.7155,31.7662,-12.6083,3.333,1.6335,10,100,-12.363,96.417,2342,6.374,529923,641771,465041,605137,624428,592567,474568,572816,516782,570256,54.1248,0.265,0.251,0,1,0,0,2,8,6,Sinker,0,2,0,2,2,0,0,2,Standard,Standard
FF,9/25/18,96.2,-2.167,5.7532,Mike Mayers,592885,594577,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, pitcher Mike Mayers to first baseman Matt Adams.  ",R,L,R,STL,MIL,X,1,ground_ball,0,1,2018,-0.624,1.3265,-1.1054,2.4801,null,null,null,1,8,Top,130.14,182.7,,,425877,,180926_031059,4.2273,-139.9289,-6.1109,-9.1277,30.4486,-13.6049,3.49,1.601,7,89,-20.344,96.349,2273,6.316,531763,594577,425877,571431,543939,576397,657557,542303,664056,500874,54.1827,0.121,0.136,0,1,0,0,2,70,2,4-Seam Fastball,4,7,7,4,7,4,7,4,Standard,Standard
CH,7/9/18,92.2,-1.6647,6.0163,Jose Urena,592885,570632,force_out,hit_into_play,,,,,7,"Christian Yelich grounds into a force out, fielded by shortstop JT Riddle.   Lorenzo Cain out at 2nd.  ",R,L,R,MIA,MIL,X,6,ground_ball,0,1,2018,-1.1748,0.9585,-0.4229,1.9115,null,null,456715,2,3,Top,118.92,148.6,,,592407,,180709_235533,5.6564,-133.9797,-6.564,-15.2557,31.8536,-19.514,3.4461,1.5966,65,92,2.346,91.359,1709,6.088,530766,570632,592407,571506,516770,445988,595375,643265,457727,605119,54.4132,0.4,0.384,0,1,0,0,2,21,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard
FF,6/10/18,97.8,-2.3906,5.4895,Seranthony Dominguez,592885,622554,single,hit_into_play_no_out,,,,,7,Christian Yelich singles on a ground ball to shortstop Scott Kingery.  ,R,L,R,PHI,MIL,X,null,ground_ball,2,2,2018,0.1021,1.0573,-0.5722,1.5558,null,null,null,1,8,Top,129.29,138,,,595284,,180610_200349,4.6812,-142.3207,-7.6075,0.3804,30.9287,-16.2418,3.4125,1.5617,15,104.7,-4.916,98.322,2385,6.464,530381,622554,595284,467793,514917,641487,664068,656555,546318,608384,54.0389,0.402,0.372,0.9,1,1,0,2,60,6,4-Seam Fastball,4,2,2,4,2,4,2,4,Strategic,Standard
FF,5/28/18,97.3,-2.0491,5.8198,Mike Mayers,592885,594577,force_out,hit_into_play,,,,,7,"Christian Yelich grounds into a force out, second baseman Jedd Gyorko to shortstop Yairo Munoz.   Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIL,STL,X,4,ground_ball,2,2,2018,-0.8712,1.3423,-0.2858,1.955,null,null,456715,0,5,Bot,149.44,151.21,,,506747,,180528_194624,6.5976,-141.36,-7.7984,-12.8644,28.6838,-13.0516,3.412,1.7627,3,86.6,-34.048,96.615,2308,5.742,530209,594577,506747,500874,576397,572761,622168,542303,502054,664056,54.7577,0.057,0.05,0,1,0,0,2,40,5,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard
SI,8/24/18,94.7,-1.2144,6.1451,Edgar Santana,592885,650828,grounded_into_double_play,hit_into_play,,,,,13,"Christian Yelich grounds into a double play, shortstop Adeiny Hechavarria to first baseman Francisco Cervelli.   Lorenzo Cain out at 2nd.  ",R,L,R,MIL,PIT,X,6,ground_ball,0,0,2018,-1.3113,0.9748,-1.1995,2.3449,null,null,456715,1,7,Bot,125.06,149.68,,,553869,,180825_022917,2.8331,-137.7492,-6.286,-16.8797,29.5507,-18.9769,3.387,1.5878,82,79.2,4.47,93.527,2412,5.541,531336,650828,553869,465041,621028,501896,588751,624428,516782,570256,54.9579,0.255,0.257,0,1,0,0,2,63,1,Sinker,4,3,4,3,3,4,4,3,Standard,Standard
FT,6/3/18,94,-1.5624,6.3049,Dylan Covey,592885,592229,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out sharply, shortstop Tim Anderson to first baseman Jose Abreu.  ",R,L,R,CWS,MIL,X,6,ground_ball,0,0,2018,-1.1713,0.5223,0.165,2.5961,null,null,null,1,1,Top,116.88,147.6,,,554054,,180603_181349,7.0261,-136.7035,-5.0448,-16.1099,28.7902,-24.8029,3.3912,1.5427,83,106.5,2.339,93.883,2045,6.153,530291,592229,554054,547989,660162,570560,641313,605508,641553,572204,54.3464,0.56,0.51,0,1,0,0,4,2,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,4/4/18,96.3,-1.1452,5.4682,Carlos Martinez,592885,593372,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out sharply, shortstop Paul DeJong to first baseman Jose Martinez.  ",R,L,R,MIL,STL,X,6,ground_ball,1,2,2018,-0.5047,1.3093,0.3031,2.4879,null,null,null,1,3,Bot,115.91,143.08,,,425877,,180405_002909,4.8648,-139.9548,-5.0897,-7.5431,32.6753,-14.6329,3.3742,1.5248,135,99.8,5.021,94.571,2139,5.428,529493,593372,425877,500874,543939,572761,657557,542303,502054,451594,55.0718,0.592,0.539,0,1,0,0,4,25,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard
FF,4/3/18,89.7,-2.8002,4.7344,Jack Flaherty,592885,656427,single,hit_into_play_score,,,,,4,"Christian Yelich singles on a sharp ground ball to center fielder Tommy Pham, deflected by shortstop Paul DeJong.   Orlando Arcia scores.    Domingo Santana to 3rd.  ",R,L,R,MIL,STL,X,6,ground_ball,2,1,2018,-0.2422,1.2517,-0.3204,2.465,null,606115,570267,2,5,Bot,126.07,143.08,,,425877,,180404_012036,6.769,-130.6468,-2.3939,-4.2604,27.2234,-17.1214,3.3743,1.5248,141,108.4,4.679,91.177,2260,7.109,529481,656427,425877,500874,543939,572761,657557,542303,502054,451594,53.3906,0.678,0.618,0.9,1,1,0,4,44,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard
FF,5/30/18,95,-1.8437,6.1857,Alex Reyes,592885,621052,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, shortstop Yairo Munoz to first baseman Jose Martinez.  ",R,L,R,MIL,STL,X,6,ground_ball,3,2,2018,-0.8493,0.871,-0.4463,2.5561,null,null,null,1,3,Bot,116.88,147.6,,,608348,,180530_182034,5.5136,-138.2617,-5.7963,-11.9772,28.4934,-20.0729,3.3695,1.5201,6,105.6,-22.871,94.911,2107,6.06,530239,621052,608348,500874,576397,572761,622168,641933,664056,451594,54.4398,0.223,0.202,0,1,0,0,2,23,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
