pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
SI,8/24/18,95.7,-1.1329,6.3679,Clay Holmes,592885,605280,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out, shortstop Kevin Newman to first baseman Francisco Cervelli.  ",R,L,R,MIL,PIT,X,6,ground_ball,0,1,2018,-1.2943,0.6261,-0.6652,2.631,null,null,null,0,15,Bot,120.48,146.13,,,553869,,180825_053050,4.1086,-139.3213,-5.6828,-17.6642,28.2553,-23.0847,3.4451,1.5977,21,96.4,-5.567,95.808,2034,6.109,531336,605280,553869,465041,543281,501896,621028,624428,516782,570256,54.3904,0.26,0.22,0,1,0,0,2,126,2,Sinker,4,6,4,6,6,4,4,6,Standard,Standard
FF,9/22/18,93.1,-2.1148,5.5749,Trevor Williams,592885,592866,field_error,hit_into_play_no_out,,,,,1,Christian Yelich reaches on a throwing error by shortstop Kevin Newman.  ,R,L,R,PIT,MIL,X,6,ground_ball,3,2,2018,-0.588,1.1601,-0.5077,2.9639,null,null,null,1,1,Top,107.8,151.24,,,607732,,180922_231120,5.4564,-135.5589,-3.5757,-8.4324,26.5819,-17.1291,3.49,1.601,8,98.6,-20.096,94.043,2230,6.578,531720,592866,607732,605137,624428,596012,621028,572816,516782,656669,53.9206,0.189,0.174,0.9,1,0,0,2,2,10,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,7/30/18,85,-2.2069,5.7809,Kenta Maeda,592885,628317,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out sharply, shortstop Chris Taylor to first baseman Max Muncy.  ",R,L,R,LAD,MIL,X,6,ground_ball,1,1,2018,-1.166,0.6093,-0.1595,1.4179,null,null,null,2,2,Top,119.41,138.51,,,518735,,180731_031302,7.0031,-123.467,-5.0761,-13.0466,22.4339,-25.3208,3.49,1.601,149,101.5,4.092,84.403,1519,5.802,531005,628317,518735,571970,400284,592518,621035,592626,641355,624577,54.6967,0.592,0.556,0,1,0,0,4,14,3,Changeup,0,1,1,0,1,0,1,0,Standard,Strategic
CH,6/12/18,84.4,-2.5029,5.3596,Tyler Chatwood,592885,543022,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, pitcher Tyler Chatwood to first baseman Anthony Rizzo.  ",R,L,R,MIL,CHC,X,1,ground_ball,1,2,2018,-0.9147,0.7303,-1.1625,2.3114,null,null,null,0,5,Bot,130.64,182.7,,,575929,,180613_015030,4.9204,-122.8809,-2.2289,-10.1686,22.1759,-24.5641,3.3736,1.5242,7,70.2,-18.629,84.632,1626,6.212,530397,543022,575929,519203,595879,592178,608365,450314,546991,518792,54.2875,0.042,0.039,0,1,0,0,2,37,4,Changeup,4,0,4,0,0,4,4,0,Standard,Standard
FT,9/1/18,93.9,-3.1946,6.4085,Justin Miller,592885,502522,field_out,hit_into_play,,,,,1,"Christian Yelich grounds out, shortstop Trea Turner to first baseman Ryan Zimmerman.  ",R,L,R,WSH,MIL,X,6,ground_ball,2,2,2018,-1.0373,1.2073,-0.6134,3.258,null,null,null,1,9,Top,113.88,154.25,,,446308,,180902_044155,8.9327,-136.4431,-5.0597,-14.8426,29.8341,-16.2867,3.516,1.5998,6,94.9,-29.201,93.629,2198,6.195,531440,502522,446308,475582,594694,543685,607208,665742,572191,547180,54.3046,0.102,0.086,0,1,0,0,2,71,6,2-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard
CH,5/11/18,88,-1.5383,5.8632,Chad Bettis,592885,518452,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out, shortstop Trevor Story to first baseman Ian Desmond.  ",R,L,R,COL,MIL,X,6,ground_ball,2,2,2018,-0.4438,0.3345,0.019,2.7986,null,null,null,0,3,Top,119.87,142.76,,,455104,,180512_012240,4.6565,-128.1191,-2.0922,-5.698,22.6937,-28.3318,3.3831,1.5352,19,106.5,-7.196,88.039,1318,5.971,529977,518452,455104,435622,518934,571448,596115,467827,453568,471865,54.5309,0.355,0.324,0,1,0,0,2,19,5,Changeup,1,2,2,1,2,1,2,1,Strategic,Standard
SL,3/31/18,86,-1.5146,5.9872,Luis Perdomo,592885,606131,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a ground ball to center fielder Manuel Margot.  ,R,L,R,SD,MIL,X,null,ground_ball,0,1,2018,0.0778,-0.0622,-0.6704,2.1985,null,null,null,1,1,Top,128.12,91.26,,,595978,,180401_004338,1.8168,-125.1239,-2.6287,0.4598,23.0708,-32.5677,3.49,1.601,12,104.1,-11.044,84.838,2207,5.352,529437,606131,595978,543333,641319,570799,520471,517369,622534,592669,55.1507,0.268,0.261,0.9,1,1,0,2,2,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard
CH,5/15/18,86.8,-1.2857,6.233,Zack Greinke,592885,425844,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, shortstop Nick Ahmed to first baseman Paul Goldschmidt.  ",R,L,R,ARI,MIL,X,6,ground_ball,2,2,2018,-0.9403,0.1054,-1.0911,2.0835,null,null,null,1,6,Top,121.36,139.51,,,425772,,180516_031543,2.3252,-126.3842,-4.0059,-10.393,22.3896,-30.5567,3.3048,1.4565,12,88.8,-9.061,86.549,1706,5.807,530031,425844,425772,502671,606466,518614,605113,444482,572008,519306,54.6948,0.152,0.159,0,1,0,0,2,39,6,Changeup,1,1,1,1,1,1,1,1,Standard,Standard
FF,5/10/18,94.9,-2.4367,6.0291,German Marquez,592885,608566,single,hit_into_play_no_out,,,,,5,"Rockies challenged (play at 1st), call on the field was upheld: Christian Yelich singles on a ground ball to shortstop Trevor Story.  ",R,L,R,COL,MIL,X,null,ground_ball,0,0,2018,-0.1913,1.2921,-0.2457,2.796,null,null,null,1,4,Top,108.37,143.97,,,547172,,180511_014834,6.0284,-137.9075,-5.4892,-3.6549,29.4951,-15.28,3.3839,1.536,17,92.3,-8.25,93.347,2149,5.363,529966,608566,547172,435622,518934,571448,596115,467827,453568,621311,55.1392,0.218,0.201,0.9,1,1,0,2,32,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard
CU,5/30/18,79.3,-2.2461,6.0751,John Gant,592885,607231,force_out,hit_into_play_score,,,,,4,"Christian Yelich grounds into a force out, shortstop Yairo Munoz to second baseman Jedd Gyorko.   Erik Kratz scores.    Junior Guerra to 3rd.    Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIL,STL,X,6,ground_ball,1,2,2018,0.5706,-1.3636,-0.4545,2.3896,456124,448855,456715,1,5,Bot,116.28,142.76,,,608348,,180530_190315,2.8505,-115.3953,1.1972,4.5641,20.3845,-44.7129,3.3695,1.5201,38,106.6,-1.258,79.162,2812,6.078,530239,607231,608348,500874,576397,572761,622168,641933,664056,451594,54.4209,0.478,0.453,0,1,0,0,4,39,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,4/29/18,98.3,-2.1451,6.225,Brandon Morrow,592885,453344,field_out,hit_into_play,,,,,2,"Christian Yelich grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.  ",R,L,R,CHC,MIL,X,6,ground_ball,0,2,2018,-0.6963,1.3483,-0.2169,2.806,null,null,null,0,9,Top,112.58,148.64,,,575929,,180429_205312,6.8831,-142.803,-6.9152,-11.2696,35.859,-12.1818,3.3402,1.4917,82,109.6,1.396,98.324,2359,6.602,529822,453344,575929,519203,595879,592178,608365,450314,546991,518792,53.8992,0.536,0.497,0,1,0,0,4,61,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
SI,9/4/18,93.7,-0.8939,5.9738,Brandon Kintzler,592885,445213,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.   Lorenzo Cain to 3rd.  ",R,L,R,MIL,CHC,X,6,ground_ball,1,0,2018,-1.3268,0.7489,-0.4496,1.1881,null,456715,null,0,5,Bot,113.85,150.03,,,575929,,180905_014036,4.1166,-136.1929,-8.296,-17.5205,30.7407,-21.1457,3.49,1.6,9,81,-6.81,93.944,1903,6.558,531479,445213,575929,519203,595879,623520,608365,592178,546991,450314,53.9415,0.126,0.124,0,1,0,0,2,38,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard
SL,6/11/18,86,-1.1411,5.8072,Anthony Bass,592885,542914,grounded_into_double_play,hit_into_play,,,,,5,"Christian Yelich grounds into a double play, shortstop Addison Russell to first baseman Anthony Rizzo.   Lorenzo Cain out at 2nd.  ",R,L,R,MIL,CHC,X,6,ground_ball,1,1,2018,0.5572,-0.0892,0.1083,2.3986,null,null,456715,0,11,Bot,125.86,150.09,,,575929,,180612_040856,1.841,-125.1749,-1.6853,5.4079,23.7718,-33.0073,3.3736,1.5242,5,99,-25.721,85.365,2264,5.731,530389,542914,575929,519203,595879,592178,608365,450314,546991,518792,54.7679,0.144,0.126,0,1,0,0,2,86,3,Slider,2,7,2,7,7,2,2,7,Standard,Standard
FT,4/21/18,96,-1.766,5.8452,Jose Urena,592885,570632,field_out,hit_into_play,,,,,4,"Christian Yelich grounds out sharply, shortstop Miguel Rojas to first baseman Justin Bour.  ",R,L,R,MIL,MIA,X,6,ground_ball,2,1,2018,-1.4729,0.964,-0.7234,2.3139,456715,null,null,2,3,Bot,111.85,149.17,,,592407,,180422_000248,6.0642,-139.6121,-5.8799,-20.533,32.716,-18.5178,3.3684,1.6329,36,103.9,-2.037,95.665,2133,6.221,529712,570632,592407,571506,516770,605119,500743,518618,621446,457727,54.2786,0.434,0.413,0,1,0,0,4,26,4,2-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
SI,7/9/18,85.8,-3.0469,3.0793,Brad Ziegler,592885,446899,single,hit_into_play_no_out,,,,,4,Christian Yelich singles on a ground ball to left fielder Derek Dietrich.   Lorenzo Cain to 3rd.    Christian Yelich to 2nd on the throw.  ,R,L,R,MIA,MIL,X,null,ground_ball,0,0,2018,-0.9195,-0.9178,-0.8239,2.3137,null,null,456715,0,10,Top,93.48,85.61,,,592407,,180710_022624,6.9401,-124.3755,6.185,-10.6834,25.0593,-42.9441,3.4461,1.5966,68,101.7,1.675,84.357,1910,5.571,530766,446899,592407,500743,516770,592680,595375,518618,457727,605119,54.9303,0.513,0.474,0.9,1,1,0,4,80,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard
FT,9/15/18,88.6,-2.7799,6.1299,Ivan Nova,592885,467100,single,hit_into_play_no_out,,,,,13,Christian Yelich singles on a ground ball to third baseman Colin Moran.   Curtis Granderson to 2nd.  ,R,L,R,MIL,PIT,X,null,ground_ball,2,2,2018,-1.5169,0.5085,-0.1721,1.0016,null,null,434158,2,3,Bot,114.9,161.87,,,465041,,180915_235923,9.4862,-128.5651,-7.4602,-18.7168,26.4828,-25.2372,3.49,1.601,43,68.9,3.694,88.299,2122,6.242,531629,467100,465041,605137,624428,592567,621028,572816,516782,656669,54.2573,0.168,0.14,0.9,1,1,0,2,22,6,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FT,7/9/18,96.7,-1.7966,5.9216,Jose Urena,592885,570632,single,hit_into_play_no_out,,,,,13,Christian Yelich singles on a ground ball to left fielder Garrett Cooper.  ,R,L,R,MIA,MIL,X,null,ground_ball,2,2,2018,-1.3252,0.86,-0.611,1.4295,null,null,null,2,1,Top,97.11,98.33,,,592407,,180709_231606,6.2016,-140.4821,-8.3831,-19.0144,31.577,-19.0621,3.4461,1.5966,26,94.2,-1.645,96.876,2022,6.464,530766,570632,592407,571506,516770,445988,595375,643265,457727,605119,54.0366,0.318,0.293,0.9,1,1,0,2,3,5,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FT,8/31/18,92.7,-2.403,5.9962,Tanner Roark,592885,543699,field_out,hit_into_play,,,,,11,"Christian Yelich grounds out sharply, shortstop Trea Turner to first baseman Ryan Zimmerman.  ",R,L,R,WSH,MIL,X,6,ground_ball,2,2,2018,-0.8462,1.2973,-1.0182,2.8065,null,null,null,0,3,Top,103.99,140.19,,,446308,,180831_235855,5.2692,-134.7421,-5.0561,-11.1981,28.571,-15.8902,3.49,1.6,27,106.9,-3.36,91.646,2126,5.662,531425,543699,446308,475582,594694,543685,607208,665742,547180,594809,54.8372,0.476,0.432,0,1,0,0,4,21,5,2-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard
FF,7/11/18,93.9,-1.4029,6.2917,Drew Steckenrider,592885,608716,force_out,hit_into_play,,,,,12,"Christian Yelich grounds into a force out, shortstop JT Riddle to second baseman Starlin Castro.   Eric Thames to 3rd.    Lorenzo Cain out at 2nd.    Christian Yelich to 1st.  ",R,L,R,MIA,MIL,X,6,ground_ball,0,2,2018,-0.7947,1.4588,0.2198,3.9974,null,519346,456715,0,8,Top,115.57,153.24,,,592407,,180712_020130,5.9194,-136.6281,-3.3972,-11.1736,30.3965,-13.5547,3.4491,1.5997,29,76.1,-4.886,93.531,2271,6.099,530793,608716,592407,500743,516770,445988,595375,643265,457727,605119,54.4015,0.102,0.101,0,1,0,0,2,63,3,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard
CH,6/9/18,88,-3.5647,5.8358,Jake Arrieta,592885,453562,field_out,hit_into_play,,,,,13,"Christian Yelich grounds out, third baseman J.  P.   Crawford to first baseman Carlos Santana.   Lorenzo Cain to 2nd.  ",R,L,R,PHI,MIL,X,5,ground_ball,3,2,2018,-0.876,-0.0089,-1.112,2.4394,null,null,456715,0,3,Top,110.77,160.39,,,595751,,180609_174808,7.7476,-127.9581,-2.0947,-11.1996,26.8097,-32.0551,3.4454,1.5946,5,96.2,-22.295,87.819,1500,6.255,530366,453562,595751,467793,514917,641487,664068,656555,546318,571437,54.2481,0.163,0.156,0,1,0,0,2,18,6,Changeup,0,2,2,0,2,0,2,0,Standard,Standard
FF,5/18/18,94.1,-2.0497,5.8698,Matt Magill,592885,543483,single,hit_into_play,,,,,2,"Christian Yelich singles on a ground ball to left fielder Eddie Rosario.  Lorenzo Cain out at home on the throw, left fielder Eddie Rosario to catcher Bobby Wilson.  ",R,L,R,MIN,MIL,X,7,ground_ball,1,2,2018,-0.561,1.4211,0.1016,3.1279,null,456715,null,2,8,Top,90.24,117.67,,,435064,,180519_023241,6.9028,-136.9017,-4.6226,-8.7025,31.0316,-13.2421,3.4694,1.6001,28,95.9,-4.363,94.78,2157,6.757,530070,543483,435064,489149,572821,500871,501303,592696,621439,596146,53.7422,0.3,0.282,0.9,1,1,0,2,66,4,4-Seam Fastball,1,7,7,1,7,1,7,1,Strategic,Strategic
FF,5/5/18,96.2,-2.0274,6.0657,Jameson Taillon,592885,592791,field_out,hit_into_play,,,,,3,"Christian Yelich grounds out, third baseman Colin Moran to first baseman Josh Bell.   Lorenzo Cain to 2nd.  ",R,L,R,MIL,PIT,X,5,ground_ball,0,1,2018,-0.4227,1.3657,0.4274,3.3654,null,null,456715,0,1,Bot,115.91,163.9,,,465041,,180505_231718,7.4853,-139.9707,-4.7306,-7.1445,28.7934,-13.2858,3.367,1.5176,7,67.9,-23.749,96.759,2261,6.416,529908,592791,465041,605137,624428,592567,474568,572816,516782,570256,54.0833,0.044,0.044,0,1,0,0,2,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,6/23/18,87.1,-2.4879,6.4006,Miles Mikolas,592885,571945,field_out,hit_into_play,,,,,6,"Christian Yelich grounds out, third baseman Matt Carpenter to first baseman Jose Martinez.  ",R,L,R,MIL,STL,X,5,ground_ball,0,1,2018,0.4231,0.3092,0.6172,2.6104,null,null,null,0,3,Bot,110.83,159.11,,,425877,,180623_211217,6.543,-126.7083,-3.5903,3.3323,22.7843,-28.4479,3.3738,1.5243,7,77.7,-19.179,86.719,2419,5.795,530555,571945,425877,500874,576397,572761,622168,542303,502054,664056,54.7045,0.052,0.057,0,1,0,0,2,25,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard
FT,6/17/18,93.6,-1.971,4.8267,Aaron Nola,592885,605400,field_out,hit_into_play,,,,,2,"Phillies challenged (play at 1st), call on the field was overturned: Christian Yelich grounds out sharply, third baseman Maikel Franco to first baseman Carlos Santana.  ",R,L,R,MIL,PHI,X,5,ground_ball,3,2,2018,-1.272,0.6001,-0.2104,2.8239,null,null,null,0,5,Bot,112.04,151.24,,,595751,,180617_194835,7.3982,-136.1231,-0.6996,-17.5711,32.8933,-24.7848,3.3736,1.5241,9,105.7,-17.436,93.555,2027,6.524,530475,605400,595751,467793,514917,596748,641487,656555,546318,608384,53.9751,0.286,0.245,0,1,0,0,2,39,6,2-Seam Fastball,2,4,2,4,4,2,2,4,Strategic,Standard
SL,6/3/18,88.2,-1.8532,6.2318,Dylan Covey,592885,592229,field_error,hit_into_play_score,,,,,3,"Christian Yelich reaches on a force attempt, fielding error by third baseman Yolmer Sanchez.   Manny Pina scores.    Orlando Arcia to 3rd.    Lorenzo Cain to 2nd.  ",R,L,R,CWS,MIL,X,5,ground_ball,0,1,2018,0.4717,0.113,0.4985,3.2693,444489,606115,456715,1,5,Top,112.04,174.25,,,554054,,180603_192358,4.6999,-128.3393,-1.4036,4.2645,23.0703,-30.9226,3.5169,1.6685,4,68.6,-34.637,87.414,2216,5.503,530291,592229,554054,547989,660162,570560,641313,605508,641553,572204,54.9964,0.073,0.056,0.9,1,0,0,2,33,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard
FT,7/7/18,98.6,-1.3393,5.5241,Arodys Vizcaino,592885,527055,field_out,hit_into_play,,,,,8,"Christian Yelich grounds out sharply, third baseman Johan Camargo to first baseman Freddie Freeman.  ",R,L,R,MIL,ATL,X,5,ground_ball,3,2,2018,-1.2927,0.788,-0.0271,1.8336,null,542340,null,2,8,Bot,112.36,170,,,452095,,180707_225638,6.3958,-143.2812,-6.2911,-18.8286,31.4822,-20.4104,3.4531,1.6036,4,107.8,-20.65,97.487,2303,5.625,530731,527055,452095,518692,645277,622666,621020,518586,542255,455976,54.8742,0.247,0.227,0,1,0,0,2,66,7,2-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard
SL,9/24/18,83.1,-2.8648,5.298,Jack Flaherty,592885,656427,grounded_into_double_play,hit_into_play,,,,,6,"Christian Yelich grounds into a double play, third baseman Jedd Gyorko to shortstop Paul DeJong to first baseman Matt Carpenter.   Lorenzo Cain out at 2nd.  ",R,L,R,STL,MIL,X,5,ground_ball,2,1,2018,0.5312,0.294,0.579,2.2556,null,null,456715,0,1,Top,105.75,167.46,,,425877,,180925_002046,6.8868,-120.9589,-1.1121,3.975,22.9363,-29.2331,3.49,1.601,51,58.4,6.169,83.784,null,6.66,531748,656427,425877,572761,622168,576397,657557,542303,664056,500874,53.8383,0.136,0.13,0,1,0,0,1,2,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard
FF,8/18/18,96.6,-1.8524,6.6173,Miles Mikolas,592885,571945,field_out,hit_into_play,,,,,9,"Christian Yelich grounds out, third baseman Jedd Gyorko to first baseman Matt Carpenter.  ",R,L,R,STL,MIL,X,5,ground_ball,1,2,2018,-0.6438,1.0242,0.3932,2.1708,null,null,null,0,1,Top,110.15,165.43,,,425877,,180818_231806,7.4232,-140.2942,-8.5656,-10.1485,31.4977,-16.9746,3.4846,1.6243,19,93.9,-4.59,96.414,2351,6.273,531259,571945,425877,572761,543939,576397,657557,542303,664056,641933,54.2259,0.247,0.231,0,1,0,0,2,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,9/15/18,82.8,-1.7699,5.6738,Kyle Crick,592885,605195,fielders_choice_out,hit_into_play,,,,,6,"Christian Yelich reaches on a fielder's choice out, third baseman Colin Moran to shortstop Kevin Newman to pitcher Kyle Crick to second baseman Adam Frazier.   Eric Thames out at 3rd.  ",R,L,R,MIL,PIT,X,5,ground_ball,1,2,2018,1.7154,-0.1306,0.3434,2.4579,null,519346,null,1,8,Bot,98.91,165.32,,,607732,,180916_014510,1.5773,-120.2996,-0.5468,15.6275,24.8845,-33.5656,3.49,1.601,108,69.8,9.642,80.916,3254,5.24,531629,605195,607732,605137,624428,592567,621028,572816,516782,656669,55.2591,0.294,0.268,0,1,0,0,2,60,4,Slider,1,3,1,3,3,1,1,3,Standard,Standard
SI,6/5/18,92.9,-1.8704,4.9678,Corey Kluber,592885,446372,field_out,hit_into_play,,,,,3,"Christian Yelich grounds out, third baseman Jose Ramirez to first baseman Yonder Alonso.  ",R,L,R,CLE,MIL,X,5,ground_ball,1,1,2018,-1.2326,0.3913,0.2948,2.8679,null,null,456715,2,5,Top,106.77,165.43,,,543228,,180606_003846,8.1423,-135.0108,-0.4201,-16.6475,29.5988,-27.6,3.4206,1.5711,5,99.3,-30.57,92.212,2448,5.964,530312,446372,543228,475174,543401,608070,596019,488726,656185,502082,54.5351,0.118,0.098,0,1,0,0,2,37,3,Sinker,3,1,1,3,1,3,1,3,Standard,Standard
FF,9/3/18,93,-1.3726,5.2199,Jesse Chavez,592885,445926,force_out,hit_into_play_score,,,,,11,"Christian Yelich grounds into a force out, fielded by third baseman Kris Bryant.   Keon Broxton scores.    Orlando Arcia out at 3rd.    Lorenzo Cain to 2nd.    Christian Yelich to 1st.  ",R,L,R,MIL,CHC,X,5,ground_ball,1,2,2018,-0.7428,1.1232,-0.0239,3.6434,542979,606115,456715,1,9,Bot,103.72,159.33,,,575929,,180903_212409,5.0087,-135.4071,-0.7457,-10.0122,25.9683,-18.556,3.2992,1.5582,68,95.4,1.131,92.734,2308,5.828,531464,445926,575929,519203,623520,592178,595879,664023,546991,450314,54.6711,0.431,0.397,0,1,0,0,2,73,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Strategic
SI,7/10/18,92.4,-3.4857,5.482,Ben Meyer,592885,656738,double,hit_into_play_score,,,,,11,Christian Yelich doubles (14) on a ground ball to left fielder Derek Dietrich.   Erik Kratz scores.    Jonathan Villar scores.    Christian Yelich to 3rd on the throw.  ,R,L,R,MIA,MIL,X,null,ground_ball,1,2,2018,-1.2353,0.9503,-0.7246,3.754,null,456124,542340,2,9,Top,31.76,102.95,,,592407,,180711_020716,9.9602,-134.4109,-0.7175,-17.5514,29.254,-20.3571,3.4615,1.6121,85,91.2,2.048,93.801,2341,7.143,530778,656738,592407,643265,516770,500743,595375,518618,457727,605119,53.3581,0.392,0.384,1.25,1,1,1,2,74,5,Sinker,4,6,6,4,6,4,6,4,Standard,Standard
FT,7/26/18,90.8,-1.8924,6.0616,Chris Stratton,592885,608717,double,hit_into_play_no_out,,,,,5,Christian Yelich doubles (19) on a ground ball to left fielder Hunter Pence.  ,R,L,R,SF,MIL,X,null,ground_ball,1,1,2018,-0.5071,0.9928,0.2052,2.5653,null,null,null,1,9,Top,77.51,148.81,,,460026,,180727_051415,6.3293,-132.2126,-5.0289,-7.1574,24.4733,-19.715,3.3303,1.9138,28,98.8,-3.734,91.297,2425,6.259,530949,608717,460026,596103,488818,446334,543063,452254,621453,457705,54.2384,0.321,0.286,1.25,1,1,1,2,73,3,2-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard
FS,7/7/18,81.9,-0.0081,5.8557,Anibal Sanchez,592885,434671,field_out,hit_into_play,,,,,7,"Christian Yelich grounds out softly, third baseman Johan Camargo to first baseman Freddie Freeman.  ",R,L,R,MIL,ATL,X,5,ground_ball,1,0,2018,-1.0601,0.7601,-0.2942,1.7127,null,null,null,2,6,Bot,98.08,165.78,,,452095,,180707_215342,1.4016,-119.3525,-4.3474,-10.4479,20.8417,-24.2931,3.3695,1.5199,4,53.9,-27.558,82.436,1622,6.361,530731,434671,452095,518692,645277,622666,621020,518586,542255,455976,54.1388,0.063,0.053,0,1,0,0,1,45,2,Split Finger,0,2,0,2,2,0,0,2,Standard,Standard
FF,5/27/18,96.9,-1.4613,5.7152,Zack Wheeler,592885,554430,single,hit_into_play_no_out,,,,,3,"Christian Yelich singles on a ground ball to third baseman Wilmer Flores.  Lorenzo Cain advances to 3rd, on a throwing error by third baseman Wilmer Flores.  ",R,L,R,MIL,NYM,X,5,ground_ball,1,1,2018,-0.5423,1.1129,0.6287,3.4183,null,null,456715,0,3,Bot,110.83,169.49,,,621512,,180527_190532,6.8965,-141.065,-3.2273,-8.8394,30.1058,-16.5489,3.3871,1.7629,3,69.9,-51.58,97.96,2334,6.724,530193,554430,621512,408236,452678,527038,642708,430832,624424,457803,53.775,0.147,0.113,0.9,1,1,0,2,27,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
SI,8/29/18,90.2,-1.967,5.0456,Raisel Iglesias,592885,628452,single,hit_into_play_no_out,,,,,13,Christian Yelich singles on a soft ground ball to third baseman Eugenio Suarez.  ,R,L,R,CIN,MIL,X,null,ground_ball,1,1,2018,-1.2981,0.0229,-1.1498,1.6419,null,null,null,2,9,Top,107.71,173.47,,,571466,,180830_031216,4.7926,-131.3625,-2.5875,-16.0282,26.9085,-31.5873,3.49,1.601,2,66.5,-36.641,90.446,1742,6.32,531399,628452,571466,592200,571697,553993,606299,640447,592863,594988,54.1795,0.068,0.064,0.9,1,1,0,2,87,3,Sinker,11,11,11,11,11,11,11,11,Standard,Standard